hs,bm,bk,ppn,ppnbm
6210.50,,,,
6210.50.10,17.5,0,11,0
6210.50.20,17.5,0,11,0
6210.50.90,20,0,11,0
62.11,,,,
6211.11.00,25,0,11,0
6211.12.00,25,0,11,0
6211.20.00,25,0,11,0
6211.32,,,,
6211.32.10,22.5,0,11,0
6211.32.20,22.5,0,11,0
6211.32.90,25,0,11,0
6211.33,,,,
6211.33.10,22.5,0,11,0
6211.33.20,17.5,0,11,0
6211.33.30,17.5,0,11,0
6211.33.40,25,0,11,0
6211.33.90,25,0,11,0
6211.39,,,,
6211.39.10,22.5,0,11,0
6211.39.20,17.5,0,11,0
6211.39.30,17.5,0,11,0
6211.39.40,25,0,11,0
6211.39.90,25,0,11,0
6211.42,,,,
6211.42.10,22.5,0,11,0
6211.42.20,25,0,11,0
6211.42.30,25,0,11,0
6211.42.90,25,0,11,0
6211.43,,,,
6211.43.10,15,0,11,0
6211.43.20,25,0,11,0
6211.43.30,15,0,11,0
6211.43.40,22.5,0,11,0
6211.43.50,17.5,0,11,0
6211.43.60,15,0,11,0
6211.43.70,25,0,11,0
6211.43.90,25,0,11,0
6211.49,,,,
6211.49.10,22.5,0,11,0
6211.49.20,17.5,0,11,0
6211.49.31,25,0,11,0
6211.49.39,25,0,11,0
6211.49.50,25,0,11,0
6211.49.60,20,0,11,0
6211.49.90,25,0,11,0
62.12,,,,
6212.10,,,,
6212.10.11,25,0,11,0
6212.10.19,25,0,11,0
6212.10.91,25,0,11,0
6212.10.99,25,0,11,0
6212.20,,,,
6212.20.10,25,0,11,0
6212.20.90,25,0,11,0
6212.30,,,,
6212.30.10,25,0,11,0
6212.30.90,25,0,11,0
6212.90,,,,
6212.90.11,15,0,11,0
6212.90.12,22.5,0,11,0
6212.90.19,25,0,11,0
6212.90.91,15,0,11,0
6212.90.92,22.5,0,11,0
6212.90.99,25,0,11,0
62.13,,,,
6213.20,,,,
6213.20.10,22.5,0,11,0
6213.20.90,25,0,11,0
6213.90,,,,
6213.90.11,22.5,0,11,0
6213.90.19,25,0,11,0
6213.90.91,22.5,0,11,0
6213.90.99,25,0,11,0
62.14,,,,
6214.10,,,,
6214.10.10,22.5,0,11,0
6214.10.90,25,0,11,0
6214.20.00,20,0,11,0
6214.30,,,,
6214.30.10,22.5,0,11,0
6214.30.90,25,0,11,0
6214.40,,,,
6214.40.10,22.5,0,11,0
6214.40.90,25,0,11,0
6214.90,,,,
6214.90.10,22.5,0,11,0
6214.90.90,25,0,11,0
62.15,,,,
6215.10,,,,
6215.10.10,22.5,0,11,0
6215.10.90,25,0,11,0
6215.20,,,,
6215.20.10,22.5,0,11,0
6215.20.90,25,0,11,0
6215.90,,,,
6215.90.10,22.5,0,11,0
6215.90.90,25,0,11,0
62.16,,,,
6216.00.10,25,0,11,0
6216.00.91,20,0,11,0
6216.00.92,25,0,11,0
6216.00.99,25,0,11,0
62.17,,,,
6217.10,,,,
6217.10.10,22.5,0,11,0
6217.10.90,25,0,11,0
6217.90.00,25,0,11,0
SUB-BAB I,,,,
BARANG TEKSTIL SUDAH JADI LAINNYA,,,,
63.01,,,,
6301.10.00,25,0,11,0
6301.20.00,25,0,11,0
6301.30,,,,
6301.30.10,"22,5",0,11,0
6301.30.90,25,0,11,0
6301.40,,,,
6301.40.10,15,0,11,0
6301.40.90,25,0,11,0
6301.90,,,,
6301.90.10,15,0,11,0
6301.90.90,25,0,11,0
63.02,,,,
6302.10.00,25,0,11,0
6302.21.00,25,0,11,0
6302.22,,,,
6302.22.10,15,0,11,0
6302.22.90,25,0,11,0
6302.29.00,25,0,11,0
6302.31.00,25,0,11,0
6302.32,,,,
6302.32.10,15,0,11,0
6302.32.90,25,0,11,0
6302.39.00,25,0,11,0
6302.40.00,25,0,11,0
6302.51,,,,
6302.51.10,"22,5",0,11,0
6302.51.90,25,0,11,0
6302.53.00,25,0,11,0
6302.59,,,,
6302.59.10,25,0,11,0
6302.59.90,25,0,11,0
6302.60.00,25,0,11,0
6302.91.00,25,0,11,0
6302.93.00,25,0,11,0
6302.99,,,,
6302.99.10,25,0,11,0
6302.99.90,25,0,11,0
63.03,,,,
6303.12.00,25,0,11,0
6303.19,,,,
6303.19.10,25,0,11,0
6303.19.90,25,0,11,0
6303.91.00,25,0,11,0
6303.92.00,25,0,11,0
6303.99.00,25,0,11,0
63.04,,,,
6304.11.00,25,0,11,0
6304.19,,,,
6304.19.10,25,0,11,0
6304.19.20,25,0,11,0
6304.19.90,25,0,11,0
6304.20.00,25,0,11,0
6304.91,,,,
6304.91.10,25,0,11,0
6304.91.90,25,0,11,0
6304.92.00,25,0,11,0
6304.93.00,25,0,11,0
6304.99.00,25,0,11,0
63.05,,,,
6305.10,,,,
6305.10.11,5,0,11,0
6305.10.19,5,0,11,0
6305.10.21,5,0,11,0
6305.10.29,5,0,11,0
6305.20.00,15,0,11,0
6305.32,,,,
6305.32.10,5,0,11,0
6305.32.20,15,0,11,0
6305.32.90,10,0,11,0
6305.33,,,,
6305.33.10,15,0,11,0
6305.33.20,10,0,11,0
6305.33.90,10,0,11,0
6305.39,,,,
6305.39.10,5,0,11,0
6305.39.20,15,0,11,0
6305.39.90,10,0,11,0
6305.90,,,,
6305.90.10,15,0,11,0
6305.90.20,15,0,11,0
6305.90.90,15,0,11,0
63.06,,,,
6306.12.00,10,0,11,0
6306.19,,,,
6306.19.10,10,0,11,0
6306.19.20,10,0,11,0
6306.19.90,10,0,11,0
6306.22.00,20,0,11,0
6306.29,,,,
6306.29.10,20,0,11,0
6306.29.90,20,0,11,0
6306.30.00,20,0,11,0
6306.40,,,,
6306.40.10,20,0,11,0
6306.40.90,20,0,11,0
6306.90,,,,
6306.90.10,15,0,11,0
6306.90.91,20,0,11,0
6306.90.99,20,0,11,0
63.07,,,,
6307.10,,,,
6307.10.10,15,0,11,0
6307.10.20,15,0,11,0
6307.10.90,25,0,11,0
6307.20.00,15,0,11,0
6307.90,,,,
6307.90.30,20,0,11,0
6307.90.40,10,0,11,0
6307.90.61,20,0,11,0
6307.90.69,20,0,11,0
6307.90.70,20,0,11,0
6307.90.80,20,0,11,0
6307.90.90,20,0,11,0
6308.00.00,25,0,11,0
6309.00.00,35,0,11,0
63.10,,,,
6310.10,,,,
6310.10.10,25,0,11,0
6310.10.90,25,0,11,0
6310.90,,,,
6310.90.10,25,0,11,0
6310.90.90,25,0,11,0
64.01,,,,
6401.10.00,25,0,11,0
6401.92,,,,
6401.92.10,30,0,11,0
6401.92.90,30,0,11,0
6401.99,,,,
6401.99.10,30,0,11,0
6401.99.90,30,0,11,0
64.02,,,,
6402.12.00,15,0,11,0
6402.19,,,,
6402.19.10,30,0,11,0
6402.19.90,30,0,11,0
6402.20.00,30,0,11,0
6402.91,,,,
6402.91.10,10,0,11,0
6402.91.91,25,0,11,0
6402.91.92,25,0,11,0
6402.91.99,25,0,11,0
6402.99,,,,
6402.99.10,25,0,11,0
6402.99.20,25,0,11,0
6402.99.90,25,0,11,0
64.03,,,,
6403.12.00,15,0,11,0
6403.19,,,,
6403.19.10,25,0,11,0
6403.19.20,25,0,11,0
6403.19.30,25,0,11,0
6403.19.90,25,0,11,0
6403.20.00,25,0,11,0
6403.40.00,25,0,11,0
6403.51.00,25,0,11,0
6403.59,,,,
6403.59.10,25,0,11,0
6403.59.90,25,0,11,0
6403.91,,,,
6403.91.10,25,0,11,0
6403.91.20,25,0,11,0
6403.91.30,25,0,11,0
6403.91.90,25,0,11,0
6403.99,,,,
6403.99.10,25,0,11,0
6403.99.20,25,0,11,0
6403.99.30,25,0,11,0
6403.99.90,25,0,11,0
64.04,,,,
6404.11,,,,
6404.11.10,25,0,11,0
6404.11.20,25,0,11,0
6404.11.90,30,0,11,0
6404.19,,,,
6404.19.10,30,0,11,0
6404.19.90,30,0,11,0
6404.20.00,30,0,11,0
64.05,,,,
6405.10.00,25,0,11,0
6405.20.00,30,0,11,0
6405.90.00,30,0,11,0
64.06,,,,
6406.10,,,,
6406.10.10,5,0,11,0
6406.10.90,5,0,11,0
6406.20,,,,
6406.20.10,5,0,11,0
6406.20.20,5,0,11,0
6406.90,,,,
6406.90.10,5,0,11,0
6406.90.21,5,0,11,0
6406.90.22,5,0,11,0
6406.90.23,5,0,11,0
6406.90.29,5,0,11,0
6406.90.41,5,0,11,0
6406.90.42,5,0,11,0
6406.90.49,5,0,11,0
6406.90.51,5,0,11,0
6406.90.52,5,0,11,0
6406.90.59,5,0,11,0
6406.90.91,5,0,11,0
6406.90.99,5,0,11,0
6501.00.00,5,0,11,0
6502.00.00,5,0,11,0
6504.00.00,10,0,11,0
65.05,,,,
6505.00.10,10,0,11,0
6505.00.20,10,0,11,0
6505.00.90,10,0,11,0
65.06,,,,
6506.10,,,,
6506.10.10,20,0,11,0
6506.10.20,10,0,11,0
6506.10.30,5,0,11,0
6506.10.40,10,0,11,0
6506.10.90,10,0,11,0
6506.91.00,15,0,11,0
6506.99,,,,
6506.99.10,15,0,11,0
6506.99.90,15,0,11,0
6507.00.00,10,0,11,0
66.01,,,,
6601.10.00,15,0,11,0
6601.91.00,15,0,11,0
6601.99.00,15,0,11,0
6602.00.00,15,0,11,0
66.03,,,,
6603.20.00,5,0,11,0
6603.90,,,,
6603.90.10,10,0,11,0
6603.90.20,5,0,11,0
6701.00.00,15,0,11,0
67.02,,,,
6702.10.00,10,0,11,0
6702.90,,,,
6702.90.10,10,0,11,0
6702.90.20,10,0,11,0
6702.90.90,10,0,11,0
6703.00.00,5,0,11,0
67.04,,,,
6704.11.00,15,0,11,0
6704.19.00,15,0,11,0
6704.20.00,15,0,11,0
6704.90.00,15,0,11,0
6801.00.00,5,0,11,0
68.02.00,,,,
6802.10.00,10,0,11,0
6802.21.00,10,0,11,0
6802.23.00,10,0,11,0
6802.29,,,,
6802.29.10,10,0,11,0
6802.29.90,10,0,11,0
6802.91,,,,
6802.91.10,10,0,11,0
6802.91.90,10,0,11,0
6802.92.00,10,0,11,0
6802.93,,,,
6802.93.10,10,0,11,0
6802.93.90,10,0,11,0
6802.99.00,10,0,11,0
6803.00.00,10,0,11,0
68.04,,,,
6804.10.00,10,0,11,0
6804.21.00,10,0,11,0
6804.22.00,10,0,11,0
6804.23.00,10,0,11,0
6804.30.00,10,0,11,0
68.05,,,,
6805.10.00,10,0,11,0
6805.20.00,10,0,11,0
6805.30.00,10,0,11,0
68.06,,,,
6806.10.00,5,0,11,0
6806.20.00,5,0,11,0
6806.90.00,5,0,11,0
68.07,,,,
6807.10.00,5,0,11,0
6807.90,,,,
6807.90.10,5,0,11,0
6807.90.90,5,0,11,0
68.08,,,,
6808.00.20,10,0,11,0
6808.00.40,10,0,11,0
6808.00.91,10,0,11,0
6808.00.99,10,0,11,0
68.09,,,,
6809.11.00,5,0,11,0
6809.19,,,,
6809.19.10,5,0,11,0
6809.19.90,5,0,11,0
6809.90,,,,
6809.90.10,10,0,11,0
6809.90.90,10,0,11,0
68.10,,,,
6810.11.00,10,0,11,0
6810.19,,,,
6810.19.10,10,0,11,0
6810.19.90,10,0,11,0
6810.91,,,,
6810.91.10,10,0,11,0
6810.91.90,10,0,11,0
6810.99.00,10,0,11,0
68.11,,,,
6811.40,,,,
6811.40.10,5,0,11,0
6811.40.21,5,0,11,0
6811.40.22,5,0,11,0
6811.40.29,5,0,11,0
6811.40.30,5,0,11,0
6811.40.40,5,0,11,0
6811.40.50,5,0,11,0
6811.40.90,5,0,11,0
6811.81.00,10,0,11,0
6811.82,,,,
6811.82.10,10,0,11,0
6811.82.20,10,0,11,0
6811.82.90,10,0,11,0
6811.89,,,,
6811.89.10,5,0,11,0
6811.89.20,5,0,11,0
6811.89.30,5,0,11,0
6811.89.90,5,0,11,0
68.12,,,,
6812.80,,,,
6812.80.20,5,0,11,0
6812.80.30,5,0,11,0
6812.80.50,5,0,11,0
6812.80.90,5,0,11,0
6812.91,,,,
6812.91.10,5,0,11,0
6812.91.90,5,0,11,0
6812.99,,,,
6812.99.20,5,0,11,0
6812.99.30,5,0,11,0
6812.99.40,5,0,11,0
6812.99.51,5,0,11,0
6812.99.59,5,0,11,0
6812.99.90,5,0,11,0
68.13,,,,
6813.20,,,,
6813.20.10,5,0,11,0
6813.20.90,5,0,11,0
6813.81.00,5,0,11,0
6813.89.00,5,0,11,0
68.14,,,,
6814.10.00,10,0,11,0
6814.90.00,10,0,11,0
68.15,,,,
6815.11.00,10,0,11,0
6815.12.00,10,0,11,0
6815.13,,,,
6815.13.10,10,0,11,0
6815.13.90,10,0,11,0
6815.19,,,,
6815.19.10,10,0,11,0
6815.19.20,5,0,11,0
6815.19.90,10,0,11,0
6815.20.00,10,0,11,0
6815.91.00,5,0,11,0
6815.99.00,10,0,11,0
"BARANG DARI TANAH DIATOMEA ATAU DARI TANAH MENGANDUNG SILIKA SEMACAM ITU, DAN BARANG TAHAN PANAS",,,,
6901.00.00,5,0,11,0
69.02,,,,
6902.10.00,5,0,11,0
6902.20.00,5,0,11,0
6902.90.00,5,0,11,0
69.03,,,,
6903.10.00,5,0,11,0
6903.20.00,5,0,11,0
6903.90.00,5,0,11,0
69.04,,,,
6904.10.00,5,0,11,0
6904.90.00,5,0,11,0
69.05,,,,
6905.10.00,5,0,11,0
6905.90.00,5,0,11,0
6906.00.00,5,0,11,0
69.07,,,,
6907.21,,,,
6907.21.10,5,0,11,0
6907.21.21,20,0,11,0
6907.21.22,20,0,11,0
6907.21.23,20,0,11,0
6907.21.24,20,0,11,0
6907.21.91,20,0,11,0
6907.21.92,20,0,11,0
6907.21.93,20,0,11,0
6907.21.94,20,0,11,0
6907.22,,,,
6907.22.11,20,0,11,0
6907.22.12,20,0,11,0
6907.22.13,20,0,11,0
6907.22.14,20,0,11,0
6907.22.91,20,0,11,0
6907.22.92,20,0,11,0
6907.22.93,20,0,11,0
6907.22.94,20,0,11,0
6907.23,,,,
6907.23.11,20,0,11,0
6907.23.12,20,0,11,0
6907.23.13,20,0,11,0
6907.23.14,20,0,11,0
6907.23.91,20,0,11,0
6907.23.92,20,0,11,0
6907.23.93,20,0,11,0
6907.23.94,20,0,11,0
6907.30,,,,
6907.30.11,20,0,11,0
6907.30.19,20,0,11,0
6907.30.91,20,0,11,0
6907.30.99,20,0,11,0
6907.40,,,,
6907.40.10,5,0,11,0
6907.40.21,20,0,11,0
6907.40.22,20,0,11,0
6907.40.91,20,0,11,0
6907.40.92,20,0,11,0
69.09,,,,
6909.11.00,5,0,11,0
6909.12.00,5,0,11,0
6909.19.00,5,0,11,0
6909.90.00,5,0,11,0
69.10,,,,
6910.10.00,20,0,11,0
6910.90.00,20,0,11,0
69.11,,,,
6911.10.00,30,0,11,0
6911.90.00,30,0,11,0
6912.00.00,30,0,11,0
69.13,,,,
6913.10,,,,
6913.10.10,30,0,11,0
6913.10.90,30,0,11,0
6913.90,,,,
6913.90.10,30,0,11,0
6913.90.90,30,0,11,0
69.14,,,,
6914.10.00,30,0,11,0
6914.90.00,30,0,11,0
7001.00.00,5,0,11,0
70.02,,,,
7002.10.00,5,0,11,0
7002.20.00,5,0,11,0
7002.31,,,,
7002.31.10,5,0,11,0
7002.31.90,5,0,11,0
7002.32,,,,
7002.32.10,5,0,11,0
7002.32.30,5,0,11,0
7002.32.40,5,0,11,0
7002.32.90,5,0,11,0
7002.39,,,,
7002.39.10,5,0,11,0
7002.39.20,5,0,11,0
7002.39.90,5,0,11,0
70.03,,,,
7003.12,,,,
7003.12.10,5,0,11,0
7003.12.20,5,0,11,0
7003.12.90,5,0,11,0
7003.19,,,,
7003.19.10,5,0,11,0
7003.19.20,5,0,11,0
7003.19.90,5,0,11,0
7003.20,,,,
7003.20.10,5,0,11,0
7003.20.90,5,0,11,0
7003.30,,,,
7003.30.10,5,0,11,0
7003.30.90,5,0,11,0
70.04,,,,
7004.20,,,,
7004.20.10,5,0,11,0
7004.20.20,5,0,11,0
7004.20.90,5,0,11,0
7004.90,,,,
7004.90.10,5,0,11,0
7004.90.20,5,0,11,0
7004.90.90,5,0,11,0
70.05,,,,
7005.10,,,,
7005.10.10,15,0,11,0
7005.10.90,15,0,11,0
7005.21,,,,
7005.21.10,15,0,11,0
7005.21.20,15,0,11,0
7005.21.90,15,0,11,0
7005.29,,,,
7005.29.10,15,0,11,0
7005.29.20,15,0,11,0
7005.29.90,15,0,11,0
7005.30,,,,
7005.30.10,15,0,11,0
7005.30.90,15,0,11,0
70.06,,,,
7006.00.10,5,0,11,0
7006.00.90,5,0,11,0
70.07,,,,
7007.11,,,,
7007.11.10,5,0,11,0
7007.11.20,0,0,11,0
7007.11.90,5,0,11,0
7007.19,,,,
7007.19.10,5,0,11,0
7007.19.90,5,0,11,0
7007.21,,,,
7007.21.10,5,0,11,0
7007.21.20,0,0,11,0
7007.21.90,5,0,11,0
7007.29,,,,
7007.29.10,5,0,11,0
7007.29.90,5,0,11,0
7008.00.00,5,0,11,0
70.09,,,,
7009.10.00,5,0,11,0
7009.91.00,5,0,11,0
7009.92.00,5,0,11,0
70.10,,,,
7010.10.00,5,0,11,0
7010.20.00,5,0,11,0
7010.90,,,,
7010.90.10,5,0,11,0
7010.90.40,5,0,11,0
7010.90.91,5,0,11,0
7010.90.99,5,0,11,0
70.11,,,,
7011.10,,,,
7011.10.10,5,0,11,0
7011.10.90,5,0,11,0
7011.20.00,5,0,11,0
7011.90.00,5,0,11,0
70.13,,,,
7013.10.00,10,0,11,0
7013.22.00,10,0,11,0
7013.28.00,10,0,11,0
7013.33.00,10,0,11,0
7013.37.00,10,0,11,0
7013.41.00,10,0,11,0
7013.42.00,10,0,11,0
7013.49.00,10,0,11,0
7013.91.00,10,0,11,0
7013.99.00,10,0,11,0
70.14,,,,
7014.00.10,5,0,11,0
7014.00.90,5,0,11,0
70.15,,,,
7015.10.00,5,0,11,0
7015.90,,,,
7015.90.10,5,0,11,0
7015.90.90,5,0,11,0
70.16,,,,
7016.10.00,5,0,11,0
7016.90.00,5,0,11,0
70.17,,,,
7017.10,,,,
7017.10.10,5,0,11,0
7017.10.90,5,0,11,0
7017.20.00,5,0,11,0
7017.90.00,5,0,11,0
70.18,,,,
7018.10,,,,
7018.10.10,10,0,11,0
7018.10.90,10,0,11,0
7018.20.00,5,0,11,0
7018.90,,,,
7018.90.10,5,0,11,0
7018.90.90,5,0,11,0
70.19,,,,
7019.11.00,5,0,11,0
7019.12.00,5,0,11,0
7019.13.00,5,0,11,0
7019.14.00,5,0,11,0
7019.15.00,5,0,11,0
7019.19.00,5,0,11,0
7019.61.00,5,0,11,0
7019.62.00,5,0,11,0
7019.63.00,5,0,11,0
7019.64.00,5,0,11,0
7019.65.00,5,0,11,0
7019.66.00,5,0,11,0
7019.69.00,5,0,11,0
7019.71.00,5,0,11,0
7019.72.00,5,0,11,0
7019.73.00,5,0,11,0
7019.80,,,,
7019.80.10,5,0,11,0
7019.80.20,5,0,11,0
7019.90,,,,
7019.90.20,5,0,11,0
7019.90.30,5,0,11,0
7019.90.40,5,0,11,0
7019.90.50,5,0,11,0
7019.90.90,5,0,11,0
70.20,,,,
7020.00.11,5,0,11,0
7020.00.19,5,0,11,0
7020.00.20,5,0,11,0
7020.00.30,5,0,11,0
7020.00.40,5,0,11,0
7020.00.90,5,0,11,0
MUTIARA ALAM ATAU MUTIARA BUDIDAYA DAN BATU MULIA ATAU BATU SEMI-MULIA,,,,
71.01,,,,
7101.10.00,10,0,11,0
7101.21.00,10,0,11,0
7101.22.00,10,0,11,0
71.02,,,,
7102.10.00,5,0,11,0
7102.21.00,5,0,11,0
7102.29.00,0,0,11,0
7102.31.00,0,0,11,0
7102.39.00,0,0,11,0
71.03,,,,
7103.10,,,,
7103.10.10,0,0,11,0
7103.10.20,0,0,11,0
7103.10.90,0,0,11,0
7103.91,,,,
7103.91.10,0,0,11,0
7103.91.90,0,0,11,0
7103.99.00,0,0,11,0
71.04,,,,
7104.10,,,,
7104.10.10,5,0,11,0
7104.10.20,5,0,11,0
7104.21.00,5,0,11,0
7104.29.00,5,0,11,0
7104.91.00,5,0,11,0
7104.99.00,5,0,11,0
71.05,,,,
7105.10.00,5,0,11,0
7105.90.00,5,0,11,0
71.06,,,,
7106.10.00,5,0,11,0
7106.91.00,5,0,11 ,0
7106.92.00,5,0,11 ,0
7107.00.00,5,0,11,0
71.08,,,,
7108.11.00,0,0,11,0
7108.12,,,,
7108.12.10,0,0,11 ,0
7108.12.90,5,0,11,0
7108.13.00,5,0,11 ,0
7108.20.00,10,0,11 ,0
7109.00.00,5,0,11,0
71.10,,,,
7110.11,,,,
7110.11.10,0,0,11,0
7110.11.90,10,0,11,0
7110.19.00,10,0,11,0
7110.21,,,,
7110.21.10,0,0,11,0
7110.21.90,10,0,11,0
7110.29.00,10,0,11,0
7110.31,,,,
7110.31.10,0,0,11,0
7110.31.90,10,0,11,0
7110.39.00,10,0,11,0
7110.41,,,,
7110.41.10,0,0,11,0
7110.41.90,10,0,11,0
7110.49.00,10,0,11,0
71.11,,,,
7111.00.10,5,0,11,0
7111.00.90,5,0,11,0
71.12,,,,
7112.30.00,5,0,11,0
7112.91.00,5,0,11,0
7112.92.00,5,0,11,0
7112.99,,,,
7112.99.10,5,0,11,0
7112.99.90,5,0,11,0
71.13,,,,
7113.11,,,,
7113.11.10,15,0,11,0
7113.11.90,15,0,11,0
7113.19,,,,
7113.19.10,15,0,11,0
7113.19.90,15,0,11,0
7113.20,,,,
7113.20.10,15,0,11,0
7113.20.90,15,0,11,0
71.14,,,,
7114.11.00,10,0,11,0
7114.19.00,10,0,11,0
7114.20.00,10,0,11,0
71.15,,,,
7115.10.00,5,0,11,0
7115.90,,,,
7115.90.10,5,0,11,0
7115.90.20,5,0,11,0
7115.90.90,5,0,11,0
71.16,,,,
7116.10.00,10,0,11,0
7116.20.00,5,0,11,0
71.17,,,,
7117.11,,,,
7117.11.10,5,0,11,0
7117.11.90,10,0,11,0
7117.19,,,,
7117.19.10,10,0,11,0
7117.19.20,10,0,11,0
7117.19.90,10,0,11,0
7117.90,,,,
7117.90.10,10,0,11,0
7117.90.20,15,0,11,0
7117.90.94,15,0,11,0
7117.90.99,15,0,11,0
71.18,,,,
7118.10,,,,
7118.10.10,5,0,11,0
7118.10.90,5,0,11,0
7118.90,,,,
7118.90.10,0,0,11,0
7118.90.20,0,0,11,0
7118.90.90,0,0,11,0
BAHAN PRIMER; PRODUK DALAM BENTUK BUTIR ATAU BUBUK,,,,
72.01,,,,
7201.10.00,0,0,11,0
7201.20.00,0,0,11,0
7201.50.00,0,0,11,0
72.02,,,,
7202.11.00,0,0,11,0
7202.19.00,0,0,11,0
7202.21.00,0,0,11,0
7202.29.00,0,0,11,0
7202.30.00,0,0,11,0
7202.41.00,0,0,11,0
7202.49.00,0,0,11,0
7202.50.00,0,0,11,0
7202.60.00,0,0,11,0
7202.70.00,0,0,11,0
7202.80.00,0,0,11,0
7202.91.00,0,0,11,0
7202.92.00,0,0,11,0
7202.93.00,0,0,11,0
7202.99.00,0,0,11,0
72.03,,,,
7203.10.00,0,0,11,0
7203.90.00,0,0,11,0
72.04,,,,
7204.10.00,0,0,11,0
7204.21.00,0,0,11,0
7204.29.00,0,0,11,0
7204.30.00,0,0,11,0
7204.41.00,0,0,11,0
7204.49.00,0,0,11,0
7204.50.00,0,0,11,0
72.05,,,,
7205.10.00,0,0,11,0
7205.21.00,0,0,11,0
7205.29.00,0,0,11,0
72.06,,,,
7206.10,,,,
7206.10.10,0,0,11,0
7206.10.90,0,0,11,0
7206.90.00,0,0,11,0
72.07,,,,
7207.11.00,0,0,11,0
7207.12,,,,
7207.12.10,0,0,11,0
7207.12.90,0,0,11,0
7207.19.00,0,0,11,0
7207.20,,,,
7207.20.10,0,0,11,0
7207.20.21,0,0,11,0
7207.20.29,0,0,11,0
7207.20.91,0,0,11,0
7207.20.92,0,0,11,0
7207.20.99,0,0,11,0
72.08,,,,
7208.10.00,15,0,11,0
7208.25.00,15,0,11,0
7208.26.00,15,0,11,0
7208.27,,,,
7208.27.11,15,0,11,0
7208.27.19,15,0,11,0
7208.27.91,15,0,11,0
7208.27.99,15,0,11,0
7208.36.00,15,0,11,0
7208.37.00,15,0,11,0
7208.38.00,15,0,11,0
7208.39,,,,
7208.39.10,15,0,11,0
7208.39.20,15,0,11,0
7208.39.30,15,0,11,0
7208.39.40,15,0,11,0
7208.39.90,15,0,11,0
7208.40.00,15,0,11,0
7208.51.00,15,0,11,0
7208.52.00,15,0,11,0
7208.53.00,15,0,11,0
7208.54,,,,
7208.54.10,15,0,11,0
7208.54.90,15,0,11,0
7208.90,,,,
7208.90.10,15,0,11,0
7208.90.20,15,0,11,0
7208.90.90,15,0,11,0
72.09,,,,
7209.15.00,15,0,11,0
7209.16,,,,
7209.16.10,15,0,11,0
7209.16.90,15,0,11,0
7209.17,,,,
7209.17.10,15,0,11,0
7209.17.90,15,0,11,0
7209.18,,,,
7209.18.10,0,0,11,0
7209.18.91,15,0,11,0
7209.18.99,15,0,11,0
7209.25.00,15,0,11,0
7209.26,,,,
7209.26.10,15,0,11,0
7209.26.90,15,0,11,0
7209.27,,,,
7209.27.10,15,0,11,0
7209.27.90,15,0,11,0
7209.28,,,,
7209.28.10,15,0,11,0
7209.28.90,15,0,11,0
7209.90,,,,
7209.90.10,15,0,11,0
7209.90.90,15,0,11,0
72.10,,,,
7210.11,,,,
7210.11.10,"12,5",0,11,0
7210.11.90,"12,5",0,11,0
7210.12,,,,
7210.12.10,"12,5",0,11,0
7210.12.90,"12,5",0,11,0
7210.20,,,,
7210.20.10,15,0,11,0
7210.20.90,15,0,11,0
7210.30,,,,
7210.30.11,20,0,11,0
7210.30.12,20,0,11,0
7210.30.19,20,0,11,0
7210.30.91,20,0,11,0
7210.30.99,20,0,11,0
7210.41,,,,
7210.41.11,20,0,11,0
7210.41.12,20,0,11,0
7210.41.19,20,0,11,0
7210.41.91,20,0,11,0
7210.41.99,20,0,11,0
7210.49,,,,
7210.49.11,20,0,11,0
7210.49.14,20,0,11,0
7210.49.15,20,0,11,0
7210.49.16,20,0,11,0
7210.49.17,20,0,11,0
7210.49.18,20,0,11,0
7210.49.19,20,0,11,0
7210.49.91,20,0,11,0
7210.49.99,20,0,11,0
7210.50.00,"12,5",0,11,0
7210.61,,,,
7210.61.11,20,0,11,0
7210.61.12,20,0,11,0
7210.61.19,20,0,11,0
7210.61.91,20,0,11,0
7210.61.92,20,0,11,0
7210.61.99,20,0,11,0
7210.69,,,,
7210.69.11,20,0,11,0
7210.69.19,20,0,11,0
7210.69.91,20,0,11,0
7210.69.99,20,0,11,0
7210.70,,,,
7210.70.12,20,0,11,0
7210.70.13,20,0,11,0
7210.70.19,20,0,11,0
7210.70.21,20,0,11,0
7210.70.29,20,0,11,0
7210.70.91,20,0,11,0
7210.70.99,20,0,11,0
7210.90,,,,
7210.90.10,20,0,11,0
7210.90.90,20,0,11,0
72.11,,,,
7211.13,,,,
7211.13.12,"12,5",0,11,0
7211.13.13,"12,5",0,11,0
7211.13.14,"12,5",0,11,0
7211.13.19,"12,5",0,11,0
7211.13.92,"12,5",0,11,0
7211.13.93,"12,5",0,11,0
7211.13.99,"12,5",0,11,0
7211.14,,,,
7211.14.14,"12,5",0,11,0
7211.14.15,"12,5",0,11,0
7211.14.16,"12,5",0,11,0
7211.14.17,"12,5",0,11,0
7211.14.19,"12,5",0,11,0
7211.14.94,"12,5",0,11,0
7211.14.95,"12,5",0,11,0
7211.14.99,"12,5",0,11,0
7211.19,,,,
7211.19.13,"12,5",0,11,0
7211.19.14,"12,5",0,11,0
7211.19.19,"12,5",0,11,0
7211.19.91,"12,5",0,11,0
7211.19.99,"12,5",0,11,0
7211.23,,,,
7211.23.10,15,0,11,0
7211.23.20,15,0,11,0
7211.23.30,15,0,11,0
7211.23.90,15,0,11,0
